# Raw gate output — wd-reviewer agent (claude-opus-5), PR #221 round 2, detached review worktree at 6b6c5596 (base main = bb58e398), real node_modules. Committed BEFORE adjudication. git status --porcelain identical before and after (both empty).

All gates re-run and green. Final verdict.

---

APPROVE

**Every round-1 disposition is genuinely closed, verified by re-execution rather than by re-reading.** The round-1→round-2 diff (`ad8c62dc..6b6c5596`) contains *exactly* the two code dispositions and nothing else: six `test(...)` declaration lines in `tests/unit/dream-validate.test.js` gaining the skip option (12 changed lines = 6 removed + 6 added, zero assertion lines, zero name bytes), and the 8-line comment block at `src/core/dream/validate.js:946-953` being re-worded (15+/13−). The three additions are the pre-adjudication gate raws under `docs/specs/logbook/`, which `scripts/boundary-check.js` admits unconditionally. No `src/` behaviour moved.

There is **nothing left for the implementer**. The findings below are all spec-side and were already routed at round 1; finding 1 is the one that must be settled before merge, and it is wd-architect's, not the implementer's.

---

1. **[criteria] band B — SPEC DEFECT, second round on the same item: escalate to wd-architect. `docs/specs/WP-quarantine-preserve-durability.md:9` (Deliverables cell) and acceptance criterion 10 vs `tests/unit/dream-validate.test.js:2619-2623`.** Criterion 10 is *literally* unmet and will stay unmet: the Deliverables cell permits "**(3)** ONE shipped test GAINS one assertion" and criterion 10 declares "a second added assertion, is a finding", while the D3 test carries two — `assert.ok(heldFd >= 0, …)` plus `assert.throws(() => fs.fstatSync(heldFd), /EBADF/, …)`. The guard is load-bearing and must not be deleted (`fstatSync(-1)` also throws `EBADF`, so the permitted assertion alone passes vacuously on a leaking implementation), and Table C row QPD-7 mandates the identical non-vacuity pattern it forbids here. **The spec asks for the pattern in one row and counts it a violation in another — that is the bug.** Round 1 reached this conclusion; round 2 reaches it independently. Per the two-round rule this is now an escalation, not a finding for the implementer: wd-architect must amend the Deliverables cell and criterion 10 to "one added *behavioural* assertion plus its non-vacuity guard" (or equivalent) before this merges. The implementer's only obligation — restating the accounting accurately in the PR body — is **done and correct**: the body now names two `assert` statements *and* the `patchFs('openSync', …)` observer, which is exactly what the diff contains.

2. **[contract] band C — mirror registration gap, still open. `docs/specs/done/WP-preservation-abort-widening.md` row P0b vs Table F row F3.** P0b's byte-exact clause restates F3's chain *membership* ("the containing directory, the shelf above it on the redacted arm, the state directory, and the core directory that names it"). The Mirrored Surface Checklist registers row P0b as a mirror at cell level (`WP-quarantine-preserve-durability.md:1552-1556`, "Mirrors outside this document") and registers the `Done` clauses specifically under **row F8's** bullet — but there is **no F3 bullet at all** in the checklist, so F3's membership has four homes (Table F, `quarantineDirChain` at `validate.js:770-780`, the QPD-3/QPD-4 ordered `deepEqual`s, and this cell) and no bullet that names F3 as the thing being mirrored. Rows F4, F8 and F10 each have their own bullet; F3 does not. Route to wd-architect: add an F3 chain-membership bullet, or trim P0b's clause to a citation of Table F. Implementer had zero discretion (the clause is byte-exact and V2 proves it).

3. **[contract] band C — third stale shipped-test title, unfixable within the boundary. `tests/unit/dream-validate.test.js:2442`.** `quarantinePreserve (Table D row D1): the write fails before any rename — tmp is removed, a `dest` COLLISION CANDIDATE survives byte-unchanged` — under row F9 there is no rename in this path, and the migrated injection (`patchFs('openSync')` on the `.tmp-` basename) fails the exclusive **create**, not the write. The Deliverables cell's census permits exactly two title changes and this is a third. Leaving it untouched is the correct implementer choice; the census under Implementation notes is what missed it. Coverage is unaffected. Route to wd-architect.

4. **[convention] band C — `src/core/dream/validate.js:674`: `O_DIRECTORY` OR'd in unguarded while `O_NOFOLLOW` on the same expression uses the repo's `typeof fs.constants.X === 'number' ? … : 0` idiom.** No behavioural consequence — `DIR_OPEN_FLAGS` is only read by `flushDir`, which `DURABILITY_AVAILABLE` (`validate.js:647`) makes unreachable on the one platform lacking the flag, and `O_RDONLY | undefined` coerces to `O_RDONLY` anyway. The constant's own definition sits outside every byte-exact source form, so it is hygiene in implementer-authored code; correctly listed under Discovered issues rather than fixed on a round-1 non-behavioural finding. Route to wd-architect.

**Round-2 verification of the win32 disposition (no finding — recording what I checked, because the plugin's P2 asked for a *scoped* guard and a wrong scope would be silent).** The six guarded identities are exactly the ones that inject or observe flushes (QPD-1/3/4 through `traceFlushes()` at `2702`, QPD-2/5/7 through direct `patchFs('fsyncSync', …)` at `2788`, `2808`, `2979`, `3089`, `3412`) plus QPD-5's `symlinkSync`. **QPD-6 is correctly left running**: its seams are `linkSync` and `fchmodSync` patches and a direct `O_CREAT|O_EXCL` flag check (`3274`), all platform-neutral, and its success cases still reach the read-back on win32 because `flushPreservation` *returns `true`* there (`validate.js:809`) rather than `false` — had it returned `false` every win32 preservation would fail and QPD-6 would break. **No shipped test needs a guard**: the only `fsyncSync` tokens outside the QPD block belong to the `traceFlushes` helper definition (`2696-2750`), not to any shipped test body. **The skip cannot produce a false PROVEN on win32**: the RED lane refuses at LOAD with `UNSUPPORTED` on win32 (its own REACH disclosure, chmod-enforcement probe), so it never runs there; and a skipped selected test would fail to redden a mutation, i.e. `UNPROVEN` — the loud direction. `{ skip: process.platform === 'win32' && '<reason>' }` is the established repo idiom (`tests/integration/adopt-e2e.test.js:243,345,459`). CI's `test` matrix is `ubuntu-latest, macos-latest` only, so the count is unchanged there too.

**Round-2 verification of the comment disposition (no finding).** The qualified comment sits at `validate.js:948-950`, between the byte-exact form ranges `943-946` and `956-964` — **outside all thirteen forms**, confirmed by computing every form's matched line range. Its claim now tracks the spec's own settled wording: Table F row F0 ("absent a concurrent writer of that inode the two coincide, and where one exists they need not, which is row F10's instance (v)") and the byte-exact `@returns` block at `validate.js:872-878`. It qualifies downward — it removes a claim rather than adding one — so Definition of done item 2's no-over-claim obligation is strengthened, not touched. This is exactly what the shadow's second C asked for ("qualify… or state only that the read occurs after the flush"); the fix does both.

**Contract-density / Closed-Contract Drift Check.** No settled canonical contract is silently reinterpreted this round and no mirror is promoted to primary. The comment edit is a *narrowing* inside non-canonical prose, and it moves toward the canonical table rather than away from it — F10 (v) and F0 are unchanged, and the comment now cites F10 (v) instead of restating a stronger claim. The win32 edit touches no contract surface: row F5 already fixes the platform scope, and the skip reasons quote it by row number. Both `Done`-spec amendments remain byte-exact against their base rows with 1/1 numstat, which V2 re-proves; the spec file's own diff is the single `status: Ready → In-Review` line, satisfying the checklist's NAMED RESIDUAL bullet that a second hunk there would be a contract change. **One family is now on its second round and is worth an architect pass rather than another gate round: the Deliverables cell's *prose census of shipped-test changes*.** Round 1 produced two findings against it (the assertion count, the missed third title); round 2 finds both still open and adds nothing new but confirms neither is implementer-actionable. Round 1's own trigger condition — "if round 2 produces a third census finding, that cell should become its own small canonical table" — is not literally met (no third), but the census has now mispredicted the diff in two independent directions, which is the same signal. Recommend wd-architect extract it into a small canonical table (one row per permitted shipped-test change: seam migration, title change, assertion change) with criterion 10 asserting *that table* rather than a prose enumeration. The F3 chain-membership mirror (finding 2) is the one genuine unregistered-mirror residual.

---

## Executed

All commands in `/private/tmp/claude-501/-Users-gyulafeher-Documents-Claude-Projects-wienerdog/4d4ee17b-2abe-4e63-af52-c771567eb6da/scratchpad/review-wt-pr221` unless noted. `git status --porcelain` was **empty before and after** — the worktree is byte-identical; every scratch artifact was written under `…/scratchpad/r2/`.

| # | command | exit | key output |
|---|---|---|---|
| 1 | `git rev-parse HEAD` / `git rev-parse main` | 0 | `6b6c5596d029f53e4cc702cbbc9a3039ac85f571` / **`bb58e3982b7de4b5f8a2aa2d596c7b7959f0d5d2`** — base confirmed |
| 2 | `git status --porcelain` (start and end) | 0 | empty both times |
| 3 | `git diff --name-status main...HEAD` | 0 | 9 files: 6 M, 3 A (the three logbook raws + the declaration file) |
| 4 | `git diff --name-only main...HEAD \| xargs node scripts/boundary-check.js docs/specs/WP-quarantine-preserve-durability.md` | **0** | no output — every changed path in Deliverables or the always-allowed set |
| 5 | `git diff ad8c62dc 6b6c5596` (full, `src/` + tests) | 0 | **only** 6 `test(` declaration lines (+6/−6) and the comment block (+15/−13); 3 logbook files added; **0 assertion lines, 0 identity-name bytes moved** |
| 6 | extract fenced verification block (spec lines 2145–2237) → `v.sh` (93 lines), `v12.sh` (82 lines) | 0 | fences at spec 2144 / 2238 |
| 7 | `sh v12.sh` on the candidate worktree | **0** | **`V1 OK`**, **`V2 OK`** |
| 8 | `npm run red-proofs` (real `node_modules`, run twice) | **0** | `37 declared proof(s), 37 selected`; snapshot 1322 entries; **53 `PROVEN` lines = 37 individual (26 this WP + 11 baseline) + 16 roll-up (7 for this WP)**; **0 UNPROVEN / INCONCLUSIVE**; **`RUN: PROVEN`** |
| 9 | `npm test` | **0** | `tests 2630 / suites 0 / pass 2618 / fail 0 / cancelled 0 / **skipped 12** / todo 0` — criterion 10's exact figure, unchanged by the skip guard |
| 10 | `npm run lint` | **0** | markdownlint 640 files, 0 errors; shellcheck; PSScriptAnalyzer; frontmatter 268 specs / 4 agents; `lint passed` |
| 11 | node: all 13 `js` fences from Implementation notes vs `validate.js`, with matched line ranges | 0 | `fences=13 NOT-EXACTLY-ONCE=0`; ranges 724-733, 758-767, 785, 786, 787, 788, 810-813, 916, 917-919, 928-935, 943-946, 956-964, 965-972 |
| 12 | node: locate the qualified comment | 0 | **`validate.js:948-950` — strictly between forms 943-946 and 956-964, outside every one** |
| 13 | `diff <(sed -n '801,1421p' spec) tests/red-proofs/quarantine-preserve-durability.proofs.json` | **0** | **byte-identical, 621 lines** |
| 14 | node: 7 QPD identity names (extracted from Table C) vs test file | 0 | **each occurs exactly once, one `test(` declaration each, `MISMATCHES: 0`**; 6 carry `{ skip: process.platform === 'win32' && 'row F5: no flush on win32' }`, **QPD-6 (line 3167) carries none** |
| 15 | scratch V-tree build (`main` = `bb58e398` copies of both `Done` specs + base `validate.js`, candidate copied in) — **untouched** state | 1 | `V1 NO FLUSH IS ISSUED AT ALL`, `GUARANTEE SENTENCE APPEARS 0`, `'on the medium' APPEARS 0`, both V2 rows `IS NOT ITS BASE ROW PLUS ITS CLAUSE`, both `DIFF IS empty, expected 1/1`, `V1/V2 RED` — matches the spec's predicted row |
| 16 | state: **compliant** (this candidate) | **0** | `V1 OK`, `V2 OK` |
| 17 | state: deliverable absent | 1 | `V1 MISSING DELIVERABLE: src/core/dream/validate.js or docs/specs/WP-quarantine-preserve-durability.md` (V2 still OK) |
| 18 | state: guarantee sentence REWORDED away | 1 | `V1 GUARANTEE SENTENCE APPEARS 0 TIME(S) …, expected 1` |
| 19 | state: guarantee sentence RETYPED twice | 1 | `APPEARS 2 TIME(S)` + `'on the medium' APPEARS 2 TIME(S)` |
| 20 | state: `fs.fsyncSync` removed | 1 | `V1 NO FLUSH IS ISSUED AT ALL in src/core/dream/validate.js` |
| 21 | state: round-2 shadow OVER-CLAIM fixture | 1 | `V1 'on the medium' APPEARS 2 TIME(S) …, expected 1 (inside the approved sentence)` |
| 22 | state: **differently-worded over-claim** (`The preserved copy is safely on disk and will survive a crash.`) | **0** | **`V1 OK`, `V2 OK`** — the measured bound reproduced; criterion 8's narrowed claim is honest |
| 23 | state: **guarantee sentence HARD-WRAPPED over 4 JSDoc lines** | **0** | **`V1 OK`, `V2 OK`** — the state a red-before-work run cannot reach |
| 24 | state: P0b's clause in cell 2 | 1 | `V2 ROW P0b IS NOT ITS BASE ROW PLUS ITS CLAUSE IN CELL 5 — …` |
| 25 | state: compliant + one unrelated edited line in the widening spec | 1 | `V2 WP-preservation-abort-widening.md DIFF IS 2/2, expected 1/1` |
| 26 | state: P0b cell 5 REAUTHORED before its clause | 1 | `V2 ROW P0b IS NOT ITS BASE ROW PLUS ITS CLAUSE IN CELL 5 — …` |
| 27 | state: restored control | **0** | `V1 OK`, `V2 OK` — confirms 17–26 were the mutations, not tree damage |
| 28 | node: POSIX-sensitivity audit of all 119 top-level tests vs the 112 on `main` | 0 | every `fsyncSync`/`symlinkSync` site is inside a guarded identity or the `traceFlushes` helper; **no shipped test is left unguarded** |
| 29 | `grep -n "fsyncSync\|traceFlushes("` head vs `git show main:` | 0 | 11 head sites, **0 on `main`** — all new, all inside guarded identities or the helper |
| 30 | read `DURABILITY_AVAILABLE` / `flushPreservation` / `DIR_OPEN_FLAGS` | 0 | `validate.js:647,808-816,672-676` — win32 returns `true` (read-back preserved), `flushDir` unreachable there |
| 31 | `git grep "skip:" main -- tests/` | 0 | the `process.platform === 'win32' && '<reason>'` form is the established repo idiom (adopt-e2e 243/345/459) |
| 32 | read `.github/workflows/ci.yml` | 0 | test matrix `ubuntu-latest, macos-latest`; `red-proofs` is not a CI job |
| 33 | `git diff main...HEAD -- docs/specs/WP-quarantine-preserve-durability.md` | 0 | **exactly one line: `status: Ready` → `status: In-Review`** — the checklist's NAMED RESIDUAL bullet satisfied |
| 34 | `git diff --numstat main...HEAD -- docs/specs/` | 0 | both `Done` specs `1 1`; three logbook files add-only |
| 35 | `gh pr view 221 --repo wienerdog-ai/wienerdog` | 0 | title matches the conventional-commit + WP pattern; `Generated-by:` present; **the 12-row V1/V2 matrix is present and every row I re-ran matches my own measurement**; the corrected D3 accounting (two asserts + the `openSync` observer) is stated; all three spec-side items listed under Discovered issues; the declining bullet from the prior revision is gone |

**Relevant absolute paths:** `/private/tmp/claude-501/-Users-gyulafeher-Documents-Claude-Projects-wienerdog/4d4ee17b-2abe-4e63-af52-c771567eb6da/scratchpad/review-wt-pr221/src/core/dream/validate.js`, `…/review-wt-pr221/tests/unit/dream-validate.test.js`, `…/review-wt-pr221/tests/red-proofs/quarantine-preserve-durability.proofs.json`, `…/review-wt-pr221/docs/specs/WP-quarantine-preserve-durability.md`, `…/review-wt-pr221/docs/specs/done/WP-preservation-abort-widening.md`, `…/review-wt-pr221/docs/specs/done/WP-secret-fence-ep2-redact-arm.md`, `…/review-wt-pr221/docs/specs/logbook/2026-09-05-quarantine-durability-pr221-raw-round1-{wd-reviewer,codex-plugin,herdr-shadow}.txt`.
